qid,uid,label
6208ed4e3bbd67eaf52acbf4fb40436e,fa4b6290ea81df23d6845b5e1eb526b4,0.116325
4d378fc6551e77938e464df49a2b35da,aedd1fb2e06dc2f86f7a820caf2224b7,0.386146
f7879f2a7884925d7416f89343c95896,e3b2892ffdc7b25124c673acf7da9368,4.00695e-06
3eaa72bd29f95954bb054faa185dc179,c3a34b18835bc569faa8b1eabacd23bb,0.978377
ec62e1d25e6dff5ae35104e82965d5ba,6698165ecf07f786f587edacd1beed46,0.0148451
b06674d5f2135b4f296d25677a795f80,18ef078c925908094fa5302805a71cac,0.602902
d33912ddd7b83cd0cd99fae496fd7d7f,80e8f39dfe0522d562d908d710fb1a87,5.67691e-06
040819d10257dff9deff0280fef7c9b0,43ec68989ae2c532746811b815b5e378,0.000307431
76e176fafb7b912fce20dae5808c1692,f63e5dc51d33cebcc3f3156bca7caf05,0.952754
0b50f6de04a0e14e7a7924e22da01348,db4a4efde86ed2cc058fd703b077d8ee,0.615543
c31ef2faf3a00962aa0ff18d2a5be459,6a8fa3cebd983ea6ff08ebd2f291c6ba,0.825532
0f929b143d6c670874ae558f21f49bad,8e06159741bfcd8aa10c34d56924576a,0.211074
6c9d7b275b8fd9dfb7439204a98f3003,cb61a6c290348918e87b11b0f5b50d1c,0.196556
0278beda884e7ed557c47dcb02ebfdca,304d6da424cc4db7308871273f6658da,0.733053
2b95aa619aa6db6194aaf8ec9fbba8cd,51581602f17b3997923b8ea2120e767d,0.000731199
b06674d5f2135b4f296d25677a795f80,2ddc34b17264b7269afce7f8f4f83248,0.791541
5e57e9bcbe111e4bf06c607bab1b8d02,296825ad3fcbd149efe3ab0b8abb2518,0.497189
f0bbe10ce682e4d40fd8751466a8d4cc,79b687b9996767f41561e0d46d20eafc,0.939853
29deed3d34a8c5d30bd81e565df1c6f6,bae3a373fcffa6d0f1a938425bcc00d9,0.894225
9375363912e1a69423cc33e748e50d75,e569a1d89fb5d5dda96379b04698c867,0.0219623
4a94a79dd06f93b10f26db0825397e24,4fa46db802787cb2a0d6750fdf340ef3,0.899938
4462dcd2a36977b42981ac22436b2f06,2924233bad9352a8c5096df2989caad2,0.79569
b4e86952b16466765e8e5eb8a4a1648c,7bcf17a6f51775a776de432fd5d068b8,0.0808485
14c14cd874293a30bfc187f5797f3740,7dd22274b7c370583b3d5a82b1325a09,0.000432822
b06674d5f2135b4f296d25677a795f80,25cfe989a10bfe7bd1f3850793b638aa,0.72074
b4134ad16d4dd064cfba245bf5bdf793,e3c907dc4c5af6abd7ae0bd7a27463b0,0.233554
86529f944f4e6ad5977290a4b5a99876,10f5f88a944fc67f2c93f945739c66cb,0.00866131
ca3f025bb7d8aa4bdd1fa63eb95f8b7f,3b0a47b50dd2e31a420a668585c26741,0.000129546
2daf2d952579496e13c9db619c7f45aa,465b8a27cd191981044b761de6bf0a53,0.846237
cebc3350031414e49e751d760ed6c602,744978abceff3660a97cce1078ebf91e,0.0101334
328da5dcb053a7c5b1d387adf1564220,f0689b67a7f1bad37d08fba5aa96dfcf,0.305079
ed03e4a9cb151728d53bd7c7c2fea426,ba6275d8c47f4f3570eb7bcd0ca76135,0.391282
c18319ddcb344228b273e971f98ab275,e7b6b756e9c01a5f7be3cefa3594c025,0.436549
ee00093321ad9a7ca59e74c624480a4c,f36e7d91d01713c51005c8cf648bd387,0.336361
5f18b8eac684cdbebe4937abf0fe3757,7ca0389a344beaee6a786d09f6f7d21b,0.0172012
b06674d5f2135b4f296d25677a795f80,9986a35c41f7dc33bca89c6f821f2092,0.694872
673e39133b3e438116050a623e674449,71ba908dbaee7dacc9721cab003d7c61,0.99322
4b3d82b0d9cac0bc6b5bf62e993563d9,c5955ef3dc305919d78b9639caff1644,0.720485
6d0a28f109e0b98a4784ba81da8880a2,f85f0fe04ee0e5f8abe1cf156793ace4,0.923256
d2d239b61d325b015fbee8121368f4d1,e2ff276f59d98f053ed6bb529d5056cd,0.539616
428a997f2a5dc78a9af6610e3c4677a6,f737f85a60890a9204bbde447a4658d5,0.786389
6d059feccace29c28ab798ecabe9c05c,553ac2b6a07b3c29fd1cbc0c8e2c4d92,0.0219246
192da787cc4b8c7f07d54129659abf78,eb5068b65a3957585bc554e273e52f92,0.660297
6a4c8b431c337cefa0131f5959d8fd63,3f5de7bc2b2e615ca0fa9c625b250faa,2.68868e-05
c40b0ab6c556f6e7355f50bb8a8881cd,0177ba503a5d4bbfc3cd2b41b08971b5,0.77746
390fbf9d3650ccdf29b4f7fe1d225e83,e7475a10b8289a5f1b33acf34913fc93,0.254331
23694b0acf3e46d91674b6bd880d7219,36ed43035f4309bcc9957c9bf348b54e,9.17378e-05
1d3d5b662e0b13b3b0f43f594bb2e05f,b7c8b9a2d3cd9757659bc5197011e98a,0.0362985
d392f17bf32fa4e4f72d7559894e42f8,10ced693c421312469478934120edfc7,0.990232
39b1a1378c26f578df075d4a2dc3bf7d,2cc55c8e997ae71a5728ea18896afca3,0.0706265
0465bcff58ba0903feb6e24b66bb29b1,2d3aa5d85bbdc5794776589a61d77e2d,0.927901
f72fb8a347421b029777f2dd53ead1df,60a3a0ddaafc1930754eb0adbed3f7bd,0.879929
8aa682a85db0c61664a8dc52e4997c6e,4e846264c2b8431c67fabef4b04c7b08,0.0155112
405481345dd7729b91049d9b2e240c1f,531038ac7ebef3f383940ba1708889fc,1.44949e-06
f8378342eaf2a637dace59343326ae3b,9a384f6e98b07b2fbb366d3ac5961391,0.00182311
90bb6a401e0c99dd75c6832b86630138,43069148f561e6c0192de475afda3c4c,0.117739
809194cefc3ec7203908a8c5c5417a1e,d23ff98a82299dc4136b5844e3249680,3.11352e-06
b7761161d588c02fc96d770b1f6df984,64e1c3152b0ad8ab1a3b6bbda5d2bbe8,0.999745
e1a1009e93ea09bdd981029b592d89b8,34da53b17183c969a8c023e22646eaeb,0.0864261
4aea144ccf4f6ff55b954ce2d6270f30,f8b6fd7ea95c7353680ba7acac05ea61,0.133724
1dcc35cda669f3c5377a3fd390882ed9,2214c0a0ab7d17a7306c1596e5ea4633,0.355397
a39c1bccd57bbdea4a56c91a6144b7db,749123df59eb0ac6aea1fec300d4a55c,0.812773
dd0506222b5a0e3273e56b1a54f54472,25feac873a4147202e3fa1b963e43711,0.598177
6939f6e5ca6da058ca057a274817814b,e26866933dc1d1b0bc68987a45be899e,0.00390782
9f62965f3e9b1f98a56fa4a031032cdc,0c0d778e5ba8645afb6f2518ff1f845a,0.566384
1de6a64d1b21349b67c7938ca52d30a0,d2484446f72ed0ec09b00457b1b15774,0.0036867
1a8d5bc46faba6483009db74a66a888c,a29abcf7280a9e126143acc6217e5d85,0.0117526
8759bcf042db65e7212e55ca9c9f8a7b,b6161de78a14bc6e80f733cc0c47b1fe,0.0982089
f8c63b325b3012c6678666f69c543e35,92c343eb64ff1342bb9b02ebc7e4a325,0.810773
28dec909163688b31e9defd4a0d1cc25,c3195327e5f9d41594d2856cd552eb29,0.0450928
2a6a7ca6652fb4d3c0924946ba8fe073,16cf70685b1d4d2d5f67da1f873566fb,0.953336
d2d239b61d325b015fbee8121368f4d1,3f42915700a15507e087e746daaf6c16,0.0870629
bde8e7609f947109b19b7657b210c975,e98e872831dfe51ed0c78bd0a4bdfd87,0.00365085
59b1eade2c2e19994b7684acf930f3d4,8bf72f9d21485883fb65d6d5b9905506,0.0707978
0df65f9e038b273ce061adb0c4c33d57,3f16be0646bd09939a7a312d749e3c4f,0.977545
8bb95ae209a19631fc78670391c90502,1f9d3d9a1a8455c88f05fcfb6aca1c9d,0.67176
07550973d587e19023434014a03466a2,e051939f45e94dbfef91494f905f0286,0.572934
ed4366df8f0d247a32c6ae70003e75d4,a2dd9cc73af45cb302876e546603f9e2,0.797553
45b2e6cf298a44ccfc7217aef466c65d,16090798e6130d0d85ce120032673b8b,0.977824
e01d8f38824e1b37a0a3e77d4b98cc99,0e7051abd1f3ec678e5b829ec94db08f,0.759558
f20d4c2bf14232f75c333b82bd18f145,bd50e31242e9819db5074411a89f0716,0.337119
5523c4910161a289ec5b0ddf1a482667,a6a75c9bd6ff0b23cd56b29e6c28c70a,5.87831e-05
ad312e561beb80cffd51540f307404b6,648261b6a6ab46b0ebf885c1cf535e3d,0.000901131
aa97d969b9550c6173e9b1fe74f7624b,afe48e1154d4102e67bc57d694192a86,0.615256
b748fd5f6f61ea52f1eb1ba2a833744e,d77be072212183c24d26b42adb8db8e7,0.833275
77a924d2f254e2ff5308bed1167fb40f,af2fff41f55a4d0d44c0fbcceadbb87c,0.000100447
fa39746bc5c620d4beb5717f801e35ca,1ce9b87f77ec74e4cd77d2f382829f59,0.496174
40ed7a89f51921e410d278658b6563ac,66b9b55560116931714eb5fb8e179878,0.177473
109f6578872dcb79c52b41b78cac1cb9,e0ca1e9323dab52277c1e342aabd2f2b,0.687229
f90d47b78533d7dbd81422316890d2e4,2003088fa17111ad9790766ac7e041c8,0.522588
283a143767d9de078e33c4a39650539a,34846f334b834b8f3d39dca6cfb67f7e,0.960782
173b1ac86990861535f7671eca85a535,db0ce56de6c57379b56838d3089b158f,0.886191
49c1f638c064837a7cc60dfa0f898622,d15e49c3ab7ecd936c917fa7c33976ee,0.919578
c5bfb74c0c0eacd0d55af6ed1d146a9d,2b1a50d0f088d3b0714a56b71c90907f,0.00501982
fc43aba4ee34aa0b203659750d128767,018814b83b86098a16de680f9235cdc2,0.861207
2af890697ce207e18716d0807d35c192,1b9f3edd23cff765fdd311229299cd01,0.132035
f0f3337f13cc6d48084e63d504f07b3c,ca09e777b28eb9c7c77e49036ad76fdf,0.7622
cd458c537f90bec59531050961f6d4d4,68538f4aebaaa713e5c96421e24fe7ff,0.995139
db76123903e756f1c1ba559bb0d4b05b,0ffa47d969ec2332e7ced402885eef40,0.382422
2f773f0cfe7a01c29e442dd02b38f947,fe03ceb56e637da3b985febd66a6c901,0.953386
b9cab500698f6484bd7cba9fb6581d7e,6b882cbcee1912b43564dd2930243012,0.0654499
6ec2229cc3e85701847ec84628c16662,70e8481bbbfe35f0663d13305e74498f,0.971762
0167e1f2858b8cae92088c57fd521931,49516d78ef4c3625b182e3270cecb706,0.000724543
70c09ea98d2db8da53953a1a1d80038e,9306313bd850053799f46b0bc46887a7,0.933106
2b1988999a560ff70ee93719634eff96,d8d93ee17572101aab70ed457020ecb3,0.773942
e2d448f9607ffaa63ba29f2381b8c4ac,5edd3510f397bc52dc2fd0d9baec1ff2,0.59475
03b5e9e165512be2d1074b636e5a2cf7,5ac988ada5c0e9a368bb997c480cb3da,0.0605093
5020e44ec5da11ab1fb7c4075fe9299d,a443f22780928ab461ffd3d590c11b01,0.00133084
7a179249226bad18549b7858bd39f9c9,1d90f12e83daa86531b401b62228e078,0.936648
28f659fbfbb3b3ff0847dc0b48e83860,df0b0bacc7022ba61e7d41d4b275dc46,0.0977117
bca5d71e4c24456c206672f46a5e12de,143037a00de017a478fc21d7147ba00e,0.000277084
d16683e6d57f728d95bdff6735846456,08ef9449df2b011c9595d2d3e954a915,0.646242
8265ba9aabfcbb4aaa0831acd5727f06,ede6a6c2922ef874c06a18f0e8ebf01c,0.0351926
3e02df792e8525a7e7570e2adae452ce,2990c1eb51ee47cf78625b165610c848,0.329427
e4a5ad683a8f640888317a319f11f250,8be88276a7dab2a00dae57eed9eb1a59,0.0609298
3fc1748af8cd0e5d5c3bb6659a1565ea,cf53d328cb25bddb7d2914defbef803b,0.203275
21780ffd5edc3a8c05b0eb1a18e76040,bfa5e30f84269d463c9de4d2adeb1f6d,0.0262558
f11a55c6862edfe8ab884a14c9db5f71,aeab3f7a030c63acd5c29eabe99b0c08,0.764869
d7ac9a0cc09db7ab05f208f8244ce256,9ca8b5af801f3e5acf5c126480723e63,0.453956
51f87230b588bde394167c5f5189570b,5ff863895a0fe5999f0a5d35a2eedc2e,0.00934576
78d1fe3491b71ab01738e40b505b23b7,3947e4a2b976de6a5105465203aa9ddc,0.891634
5e57e9bcbe111e4bf06c607bab1b8d02,7b49bed60756ce2f923446f9cadaffcc,0.100702
94cb38446577d227197027e6a5ac6deb,27db4bcbdbf7a095c3bbe7507d4d0e75,0.953765
684fe3ff4f606aa69ae20cd0dfbcb239,d97c9f1192298994cd2640d0f6a873d8,0.682508
e8c155002414a51e2ee13e4fc17bb696,a895523c44063399bfc040c0fef84aca,0.0227704
8318a6efaaddfc38fc4f57fda296ca93,816d0e835ffdb26c44896d634e1e5100,0.976827
3c3a3015f07e97b36b0fcb77922497b6,bc453df161fa14d440907c6d9ebd0147,0.991594
4463579c6b7ce407d3966fe86d810b6d,0c57de9236daa662227712dddf250391,0.953993
97b3e9f9fba4dd70cb5e8014dea22c11,538200d7a9bc0227c5fd8a50c9da5d7e,0.00826552
8e7e5a7860369f9bc757220f1effe285,9cf133f099cfb458d2f3c8ad902b462d,0.968224
2763f962baa8e0d7031507f151f7848f,860085016349cdb1cd34ca06bd1fadeb,0.0877339
97b3e9f9fba4dd70cb5e8014dea22c11,2e975a6d83122c726bf84c1552ce07e2,0.899212
98e6d22381d2bc297a797a32b0138eb7,ed38d4769a54b55cc148688d4c56273c,0.00783867
6720f26d88035afba09ab42d7f5972a0,24a9ecb54a588b7347ff2fe980e66f28,0.00225934
d6dd895b99d9f4ecb13c90c0835648eb,ba3c1d9daa7d60bba7d9ed035f13236d,1.8998e-05
e390e0a27a3aa204397f41c1e7b9c38d,3387808abbb7bba4eb640342b3c5237f,0.0356676
0edffe8a5f63acda205899405b513502,646998367dea2f0b9be4424e43c42464,0.30757
d0c56fda99cdb202a32e5db2e8f0f75b,94468f40d643750ddec55b3d28d69066,0.00536647
d0bc8045f78bf840763269f8bd2fea26,ad51c725a68658abf21c6d83f1fb0155,0.948842
abcdda921e6aaf378da530881386889b,e4e827294043849994f2d983fe6ec27a,0.857654
b896c467a3458fa55dea9c95befd77cd,697ce79935fa97ceaece087b738265bf,0.657256
8dc8067df63d4901fe15cb85334ef6dd,c4917e2283cff3a9e964dc6144f90bee,0.913597
c666104eb8f50fc38fc1bbc2f9249fc1,323736a93a98564da3c6364f4388da9a,0.701616
bd0d10125d1ce1e022792733bd2a4407,9740a68a0375e1af523e8f3625e75048,0.999736
c8595a228cf63f363edbc7f77f1a8b09,be5384062497559b041d8c0c15d4b817,0.904461
de15380141d36b972a294c06aaea4e10,b12bc8d4de5c52d01305589f6b3ee7f9,0.00049892
9255ebde1cfffa535cfea1e98caf3f27,7814216d479279d696d60d74fb226fc4,0.0454982
c8128493f5c833fbda279d9f1fc39d31,92d10702be2aae08aafba38d8fa836ca,0.992523
59833fd947dd5563cce6caf7c01eb117,21df1f23fa13fc6ef038811e80f48bd8,0.0602301
44efd93e396624f9d60c012f2ca7464d,d4cc9e5767dd695065a2011f9e64798f,6.82154e-06
29609f60e14ffd93d73ebff8e8211896,0c0711e2d6464b632e1c0f077f74b6b5,0.811556
779d3d5ff70137ca2e70f3cc5461f1ed,14cd0cce941181efc210a59b41a6ddb0,0.994767
a173c39c471916181e3bb45ba3538997,8080ecafcadd1668e5f3b1edc9892bf5,0.455584
eab868cc0a6f346039abe08b4479c669,1abbc267b4ba3b8cc029c5f7ddd90d43,0.871841
35b8e5e0647e9b53fbf1d02b66cdb1ad,b9cc91c07d7699a70d31a264a87a7b0b,0.569346
cb4880cbadcd141f6c24dd3100aa8402,2610cd236e0b871448ce02d72f76baa7,0.996818
f11a55c6862edfe8ab884a14c9db5f71,5545322118f3774bd21a1178121bf00e,0.312428
506d5b7559b119ba667cf75358d76f12,e97a1b8b55fe62ae7874b5ecea4e6277,0.821453
a39c1bccd57bbdea4a56c91a6144b7db,eb597fb9e6c92106ad976a2bfc33f11a,0.850232
25d769e0ee4a62e21950f36dc1bedf6f,24c7b3b6f57e779a7e89b4e461993eef,0.142956
1ad66efff3308f251766913ec13909c6,f8c7904b0d703f5ac5420d9feb7274f8,0.294273
0ef500f4f9c99d25ae455308b58f9e4c,9fcd75650fd5a097e7fd1b24121a8ced,0.011295
4507935c9b46ef00885556a39d57440b,bd11a76df849072f610baa9851b61b87,0.927829
768022a60b263c6943b2b8aae6cbe53f,5f56fafe691797aaca398fcd594abcf7,0.937862
a805a437ca79ffd094cf03385838aeac,1ed1b72465edcff01ccd5c3b5018ae83,0.241826
4a0b156b541c8c75b060eef31c5a9370,d1d706d3c31d3c5c2c2398b5c63016a6,0.0815789
299675eda4a4b82b1dbf07abf1d0b6a2,5c4bffda3b98ae35ad6ae4ac60bb66e0,0.000144481
658d10c202a832e19486763bfdca28a5,40ee3f5ea40a94767ec6cffcd9eb2105,0.171202
b3fec9f91bf081feb27f642e007212c6,084e710c8e6f81795df02b7cb0e67718,0.136491
bf00c4e3d684d2c8d16b1cf33ba46fd8,f823e40446e763816f9d13bddc454c30,0.629854
04e2dd677f75f1bf12f028ee4b68e6cc,3a108ed3634d9c233ad6f1b316eb7c66,0.695229
5a6d76c5506b58e775da14d30596fd69,28b5f84122b6abc0ce27b4048f2df354,0.00134587
f5e7c4428533b09bbb9e264b197c9b64,88ac58c441a69c8000cfa29445ba4be6,0.685615
f4fee50e76f9bf7c4aae81a15d79d3d8,b669bcf3b23c445027ccb7f2db4978d0,0.898667
6dd3cb1333adc6ddc9118e66bde0fe7d,79e1d939a4e70c314e06a08ff24cdfed,0.923544
3f036fd83da68b915c8a1d57881f2e69,2d7bfd4c46d27898e13dca97943b41dc,0.000492716
7034ff7a51a4b9673f7125e22c13a751,ff779d9ef1b4ac0a12155ea3ccb2881c,0.00406248
9545aba81be49fa1f30d9b15e8d67e1c,22c86c801c435582eb733702f8ddf79d,0.333138
caf2a1c7ccc066b500fb45c792010e7d,a46358d0dd489b012c0d712c6472fc0c,0.871497
7fdcddccd2b769b6fdf85e0a7ac73b99,79044e8c2cfe1cb50d7ee5d8dc92a0a6,0.225407
af864856c21bab3e6afbc68064c0fc86,4ad466c1095b7d1ed6d7cd9382d14dd1,0.00163102
3c15505a7dcfd825d4a21cb618e5afb7,8762dce460d4bf288f50c6bb9414a668,0.122178
c8ac2b7db4ee0cfa1181f73a406b3d84,dc12ef95560a757a4da7210069e96d2a,2.5391e-16
d8382cc7c5139aedb33a7c931f23f962,0c8133d4b7875e2b08e09ecb21bb5bca,0.983534
480f8258178e78ad0399589a94edd559,60fc4995d4bd371a51f1b04dc9e4e387,0.999238
8d0008ddce31cf342566cb8091983a1b,44d5d9175d49c45a4aacda3d1d81ba74,0.815363
67eb5a77e0f29f4ef92ca43f3f17554b,b6cfebf6a969748e57a443f64cf2e502,0.973261
f59c0882c62d5ad5fbdf90d99cdd1911,65c208ffa384fedf20d72a382193ea6a,0.360795
1617d9c1f92a77fba410634a1c3c9868,1daa92162aad584db5e3306f00f89708,0.0137438
f684d86b4250d67e49bc9813b385d561,28a7f7c414c8d1066a76a185c324775c,0.0698054
4167b85a3ecb1b491a96fa74715fe582,bb6a91011f8f53a1dd6198b311bcbd0b,0.00633499
d92187353706fcd79204a760385266c8,6871f30fd47ba118e52329ad91e24264,0.860528
d229d4684960cec5020f21433db76ef2,28b5fa4998eb043a7bb0f198b59be8a4,0.0101654
5b12b2da47518557957b4aac7a5f3b8f,ef3bd78395df73f12e98b52d4bf086ba,0.82292
87b446b86e9d759bbe9a0debde513d0b,028dfd4e2a023fce9ff2572ab3f19f05,0.640386
9b81c0beca1159915c9b02c6b8765dc8,4fd84a86bcac1a197ffa9b4458056b2c,0.893365
14293b550389354920ddbdfc6f81bbda,21bca221ac579e1428a5ab0cd47d7c3e,0.445202
a11a846ac27226af0a5c7c879181004c,8c789164937312b7ef64a62af5b1f6a5,0.0212053
a39c1bccd57bbdea4a56c91a6144b7db,398590f2377be0a8cbfb3056bb702bfc,0.642353
ae4f01114bf720348162f2970be98099,2c0aee237b62a2ba4d4dc10e747bcba4,0.711071
ec8403427449ac00a39c9df13f512b89,e7d7fddcce66a96077157ea9597c4c7a,0.0634276
26657dee07de118cb0c3ae1e17062c14,b5cb2acd8bbbc3fccf6e5ff029978552,0.632225
7be510b016540ae70682c20cc2645d79,2a8c9c98d9e2bdec199dc6b5148d2b14,0.215231
dfa31b95000787534a048c271b5015b3,b0d03183f44894854275ed934ed61fa1,0.955258
a83cd0d9314033d1fdcd69a193946b37,de6c06f5ddb06e061ba2f1885b5bea3d,2.01257e-06
73c1c6f405fa938c12f894814ada321f,cfbc862a8f4a1ae238edafb0ea530692,0.976339
7b448e597333d514a34bee2ca3bac998,b58c46f3135882df225da89a2a9b758a,0.161869
c15b0dcbe4d4a0bb5f9054788c65e15e,307766f11833bbfdd5915b484ef3b34d,0.00180893
621a12089bf24dadf0c20d681c027534,e9d14fc5919d8aa2aec2f8e59b95ddcf,3.51459e-05
78d1fe3491b71ab01738e40b505b23b7,5b2c16cd06f4a600b42a380598dabf40,0.804485
90159be0a07e383af52c76f8853ece00,695473f19e0d9d6b8d01222bd49210aa,7.95278e-06
bbe9a6a80341c9a1ceee537088b69b88,ce373877ca46b909c45f6d594436dd8d,0.139296
e96930f96e9b1caa3108b54a904a8063,3261084dbaa680fec0f2a15058bf429c,0.971603
